0,target,model_type
"Biopsy Method_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            28",ai_accuracy,xgboost
"Extent_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            129",ai_accuracy,xgboost
"Receptor Status_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            251",ai_accuracy,xgboost
"Workup Recommendation_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            224",ai_accuracy,xgboost
"Lesion Size_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            154",ai_accuracy,xgboost
"Additional Enhancement (MRI)_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            108",ai_accuracy,xgboost
"Lesion Laterality_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            24",ai_accuracy,xgboost
"Invasive Component Size (Pathology)_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            215",ai_accuracy,xgboost
"Lymph Node_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            213",ai_accuracy,xgboost
"Interaction Depth 0: 
    interaction                                     gain        fscore    wfscore    average_wfscore    average_gain    expected_gain    gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank    average_tree_index    average_tree_depth
--  ----------------------------------------------  ----------  --------  ---------  -----------------  --------------  ---------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  --------------  --------------------  --------------------
    Chronology Preserved_ai_correct                 0.0611355   117       40.32      0.344615           0.000522526     0.00546059       10           12             10              1                   10               9                     8.66667         44.906                3.11966
    Accurate Clip Placement_ai_correct              0.927236    386       62.29      0.161373           0.00240217      0.169153         6            3              1               7                   6                6                     4.83333         37.3808               3.56477
    Lesion Location_ai_correct                      0.0795167   146       10.575     0.0724315          0.000544635     0.00246369       9            10             13              14                  9                10                    10.8333         45.1986               4.18493
    Calcifications / Asymmetry_ai_correct           2.59011     513       57.28      0.111657           0.00504895      0.951027         1            1              5               12                  1                1                     3.5             44.3002               3.58285
    Histologic Diagnosis_ai_correct                 0.0157976   72        13.59      0.18875            0.000219411     0.000583144      13           13             12              4                   11               12                    10.8333         55.2083               3.59722
    Biopsy Method_ai_correct                        0.0199586   124       14.82      0.119516           0.000160956     0.000395092      12           11             11              11                  12               13                    11.6667         49.8387               3.6129
    Extent_ai_correct                               0.535905    259       58.165     0.224575           0.00206913      0.0753373        8            8              4               3                   7                8                     6.33333         43.1197               3.6834
    Receptor Status_ai_correct                      0.659174    356       59.69      0.167669           0.00185161      0.138997         7            5              3               5                   8                7                     5.83333         35.8118               3.81742
    Workup Recommendation_ai_correct                1.69932     463       49.935     0.107851           0.00367024      0.512689         2            2              8               13                  3                3                     5.16667         41.5594               4.02376
    Lesion Size_ai_correct                          0.957835    339       45.185     0.133289           0.00282547      0.241524         5            6              9               10                  5                5                     6.66667         39.0383               3.86431
    Additional Enhancement (MRI)_ai_correct         0.0284744   236       55.815     0.236504           0.000120654     0.00192845       11           9              6               2                   13               11                    8.66667         53.3729               3.58898
    Lesion Laterality_ai_correct                    0.00198099  62        8.31       0.134032           3.19515e-05     3.40391e-05      14           14             14              9                   14               14                    13.1667         53.0161               3.74194
    Invasive Component Size (Pathology)_ai_correct  1.51822     384       60.925     0.158659           0.00395369      0.761715         3            4              2               8                   2                2                     3.5             43.6458               4.08594
    Lymph Node_ai_correct                           1.17136     326       54.165     0.16615            0.00359312      0.364252         4            7              7               6                   4                4                     5.33333         40.6656               3.60429",ai_accuracy,gbm
"Interaction Depth 1: 
     interaction                                                                     gain                    fscore    wfscore               average_wfscore       average_gain            expected_gain           gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  ------------------------------------------------------------------------------  ----------------------  --------  --------------------  --------------------  ----------------------  ----------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Calcifications / Asymmetry_ai_correct|Receptor Status_ai_correct                0.6943410213413643      130.0     13.700000401253165    0.10538461847117819   0.005341084779548956    0.10961861192432684     14.0         5.0            12.0            49.0                19.0             11.0                  18.333333333333332  35.84615384615385     3.746153846153846
     Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                           0.01762646321685346     25.0      0.9700000016532325    0.0388000000661293    0.0007050585286741385   0.0009049847985313741   44.0         47.0           63.0            79.0                43.0             43.0                  53.166666666666664  56.0                  3.68
     Biopsy Method_ai_correct|Lymph Node_ai_correct                                  0.0007059765871027385   36.0      2.8999999539683867    0.08055555427689963   1.9610460752853846e-05  5.1341261939440524e-05  60.0         37.0           47.0            63.0                63.0             57.0                  54.5                62.97222222222222     3.5
     Histologic Diagnosis_ai_correct|Lesion Location_ai_correct                      2.399047573931057e-07   1.0       0.8600000048644605    0.8600000048644605    2.399047573931057e-07   2.063180925250781e-07   88.0         83.0           66.0            2.0                 87.0             85.0                  68.5                88.0                  3.0
     Lesion Location_ai_correct|Lymph Node_ai_correct                                0.001972604671930278    34.0      0.49000003701349243   0.014411765794514484  5.801778446853759e-05   1.996919816813123e-05   52.0         39.0           76.0            88.0                58.0             61.0                  62.333333333333336  52.76470588235294     4.411764705882353
     Chronology Preserved_ai_correct|Lesion Location_ai_correct                      6.687413414141474e-07   2.0       1.9650000103589278    0.9825000051794639    3.343706707070737e-07   6.557433084773636e-07   87.0         80.0           52.0            1.0                 86.0             82.0                  64.66666666666667   85.5                  1.5
     Calcifications / Asymmetry_ai_correct|Histologic Diagnosis_ai_correct           0.0012790132876467908   24.0      3.470000000306151     0.1445833333460896    5.329222031861628e-05   9.03493199308328e-05    56.0         48.0           42.0            34.0                59.0             54.0                  48.833333333333336  75.04166666666667     3.75
     Extent_ai_correct|Lesion Laterality_ai_correct                                  9.430490933937108e-06   10.0      0.8099999932525852    0.08099999932525852   9.430490933937108e-07   6.919847445954577e-07   76.0         64.0           70.0            60.0                81.0             81.0                  72.0                76.8                  3.8
     Accurate Clip Placement_ai_correct|Chronology Preserved_ai_correct              0.37773128156198776     50.0      16.22000020294948     0.32440000405898956   0.0075546256312397555   0.009758064561160896    19.0         30.0           7.0             17.0                15.0             27.0                  19.166666666666668  54.14                 2.36
     Biopsy Method_ai_correct|Lesion Laterality_ai_correct                           6.348502847686177e-05   1.0       0.015000000527291958  0.015000000527291958  6.348502847686177e-05   9.522754606280715e-07   69.0         84.0           89.0            87.0                57.0             79.0                  77.5                19.0                  5.0
---  ---                                                                             ---                     ---       ---                   ---                   ---                     ---                     ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Accurate Clip Placement_ai_correct|Lymph Node_ai_correct                        0.1986136486850114      35.0      3.3800000689288856    0.0965714305408253    0.005674675676714612    0.016943208107338046    25.0         38.0           43.0            54.0                17.0             21.0                  33.0                29.97142857142857     3.914285714285714
     Additional Enhancement (MRI)_ai_correct|Lesion Size_ai_correct                  0.00033564840444810784  8.0       2.825000020864837     0.35312500260810464   4.195605055601348e-05   1.0225863370652475e-05  61.0         67.0           49.0            15.0                60.0             63.0                  52.5                64.625                3.375
     Histologic Diagnosis_ai_correct|Lesion Size_ai_correct                          9.657128248363733e-05   1.0       0.05000000258554382   0.05000000258554382   9.657128248363733e-05   4.828564373871149e-06   66.0         89.0           87.0            78.0                56.0             67.0                  73.83333333333333   33.0                  5.0
     Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct  0.030378586518054362    22.0      4.395000083896258     0.19977273108619356   0.0013808448417297438   0.001963787821629907    39.0         49.0           38.0            28.0                39.0             38.0                  38.5                37.90909090909091     4.863636363636363
     Additional Enhancement (MRI)_ai_correct|Lymph Node_ai_correct                   0.011934543709030132    61.0      19.20500011862032     0.3148360675183659    0.00019564825752508414  0.004588935779363585    46.0         24.0           3.0             20.0                53.0             34.0                  30.0                56.19672131147541     2.6557377049180326
     Biopsy Method_ai_correct|Extent_ai_correct                                      0.00010590517243258546  8.0       0.6000000312673126    0.07500000390841408   1.3238146554073182e-05  7.94288835901752e-06    65.0         68.0           75.0            67.0                66.0             65.0                  67.66666666666667   62.5                  3.125
     Extent_ai_correct|Lymph Node_ai_correct                                         0.08404814058095411     57.0      10.805000080729055    0.18956140492507115   0.001474528782122002    0.005552052590239161    33.0         27.0           16.0            29.0                37.0             32.0                  29.0                46.19298245614035     3.2982456140350878
     Chronology Preserved_ai_correct|Workup Recommendation_ai_correct                0.15209287558306528     28.0      2.8400000798799967    0.10142857428142846   0.005431888413680903    0.005006013090048626    27.0         45.0           48.0            52.0                18.0             33.0                  37.166666666666664  40.92857142857143     4.285714285714286
     Biopsy Method_ai_correct|Invasive Component Size (Pathology)_ai_correct         9.57238240175684e-05    15.0      1.3349999984574428    0.08899999989716285   6.381588267837893e-06   5.040662963351037e-06   67.0         55.0           58.0            56.0                69.0             66.0                  61.833333333333336  46.4                  3.3333333333333335
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct        2.994907613880822       156.0     20.280001127238606    0.1300000072258885    0.01919812573000527     0.3696287387921406      1.0          1.0            2.0             39.0                6.0              7.0                   9.333333333333334   34.07692307692308     3.217948717948718
[89 rows x 17 columns]
",ai_accuracy,gbm
